,TITLE,DESCRIPTION,BULLET_POINTS,BRAND,BROWSE_NODE_ID
813,"Panasonic F-407WNBNBH Stand Fan with Timer and Lamp, 220-volt (Not for USA)",,"[220-240 Volts, 50 Hz (Not for USA),3-Speed Switch,ON/OFF Push Button Switch,Metal Blade,Color: Gold]",Panasonic,509
814,The PuckOpener - Hockey Puck Bottle Opener - Goalie,"Beer and hockey are both national pastimes in both the US and Canada. This bottle opener combines the two to create a functional and cool bottle opener made from a real hockey puck. The 1/16"" thick, 304 grade stainless steel opener plate is held down with 4 screws so that's not going anywhere. A magnet in the center of the puck holds on to the bottle cap when you pry it off so it doesn't go flying off onto the floor. And the puck makes a great coaster too. You can even play an actual hockey game with it because the opener part is recessed below the surface of the puck.","[1/16"" Thick Stainless Steel Opener Plate,A magnet at the bottom of the puck holds on to the cap after the beer is opened.,Makes a great coaster as well as a bottle opener.,You can play an actual game with it because everything is recessed.,Durable screen printed graphics.]",The PuckOpener,489
815,Nissan GT-R Car Wireless Laser Computer Mouse - Grey,Officially licensed Nissan GT-R Car Wireless Laser Mouse in Red color complete with 2.4 GHz plug & play USB Nano receiver. The bonnet of the Nissan features two click buttons plus a clickable scroll wheel in the centre. The front headlights are illuminated when the mouse is switched on (lights can be turned off manually if you prefer). The USB receiver plugs into any USB slot on a PC laptop or Mac. There is a storage slot in the base of the mouse to hold the receiver when it is not in use on a computer. Supports: Windows 87 XP or VISTA and Mac OS/X. Features: Officially licensed by Nissan factory Laser technology giving very high resolution - choice of 1000dpi or 1500dpi or 2000dpi (switchable) Wireless RF Frequency 2.4Ghz Tiny USB Nano Receiver Up to 15 metres wireless operating distance Built-in automatic shut off timer Low battery indicator 3 buttons plus Scroll Wheel Headlight s illuminate (can be switched off to save battery power) Requires 1 'AA' battery (this is supplied with the mouse) Dimensions (approx.): 12cm length x 5cm width x 3cm height Package contents 1 x Nissan GT-R wireless laser mouse in Red color 1 x 2.4GHz Nano transmitter 1 x 'AA' Alkaline battery 1 x Product instruction manual 1 x High quality gift box.0,"[Wireless 3 key USB mouse with scroll wheel,Low battery warning,Built in automatic shut off timer function]",Welly,98
816,ADAMIS Wine Men's Wallet,"A perfect pick for daily use, this men’s wallet from Adamis is as spacious as it is modish. While its multiple slots and compartments will offer you ample space to keep your monetary and identity essentials safe and handy, its leather body will assure longevity and easy maintenance.","[Includes 2 Compartments & 3 Card Slots to carry your essentials,Comes with Coin Pocket, & 2 Hidden Pockets,Ideal for Men & Boys.Its length (horizontal distance) is 11.5cm & height (vertical distance) is 9cm,Made in Real Genuine Leather. Has a Nappa Texture.,Perfect as a gift for your beloved ones]",Adamis,816
817,Kaweco Student Fountain Pen Vintage Blue EF (Extra Fine),"Fountain pen made of injection-moulded acrylic, polished. Metal parts made of brass, chrome-plated. High-quality KAWECO end ink feeder with steel nib, Iridium point in EF / F / M / B / BB from Messrs. Bock Heidelberg. For ink cartridges or converters.","[Made of highly polished injection-molded acrylic,Metal parts are made of brass and chrome-plated,Iridium-tipped stainless steel nib is made by Bock of Heidelberg, Germany,Utilizes the standard international size mini ink cartridge,Made in Germany]",Kaweco,91
818,Zilla Zs-Clt-K4073s Toner Cartridge Clt-K4073s For Samsung Premium For (Black),"<b>Compatible With</b>: Samsung K4073S Black / CLT-K4073S Toner Cartridge <br /><b>Printer(s)</b>: Samsung CLP-32x, Samsung CLP-320, Samsung CLP-320N, Samsung CLP-321, Samsung CLP-321N, Samsung CLP-325, Samsung CLP-325W, Samsung CLP-326, Samsung CLX-318x, Samsung CLX-3180, Samsung CLX-3185, Samsung CLX-3185N, Samsung CLX-3185FN, Samsung CLX-3185FW, Samsung CLX-3186FN <br /><b>Color(s)</b>: Black <br /><b>Print Technology</b>: Laser <br /><b>Page Yield</b>: 1500 Pages @ 5% Coverage <br /><b>Part Number</b>: ZS-CLT-K4073S <br /><b>Type</b>: Premium Compatible <br /><b>Warranty</b>: 2 Years <br /><b>Brand</b>: ZILLA <br /><b>Includes</b>: 1 Laser Toner Cartridge <br /><br /><b>ZILLA</b> Premium Compatible Toner Cartridges are produced to meet or exceed the performance of an OEM (Original) Samsung K4073S Black / CLT-K4073S Toner Cartridge at a far more reasonable price. Each toner cartridge is tested for print quality and durability before shipping them to you. <br /><br /><b>ZILLA</b> printer cartridges are used by many of the top corporates in India.","[2 Years Warranty,Premium Quality,Super Clarity,Long Life,100% Guaranteed Cartridge]",ZILLA,818
819,Sprint P08 High Performance Air Filter for Yamaha FZ1 06-16 (PM72S),"Sprint Filters has worked for years to produce the best filters for racing or production vehicles and that refinement has led to the best performance, quality and ease of maintenance possible. Sprint Filters are used in MotoGp and WSBK due to the higher flow and consistent performance. Sprint has developed a fine polyester fabric filtration medium that captures 93% of 100 Micron particles (as compared to 75% for traditional cotton aftermarket filters). This thinner consistent material means that the filter can have deeper pleats and more of them, for a greater surface area and 25% greater airflow that's consistent over the entire RPM range.","[The best performance, due to a Polyester filter memberane with a controlled size that is thin, allowing for deeper pleats and more surface area, While providing finer filtering.,Easy maintenance: Sprint filters don't require oil. Simply blow the filter clean with low pressure air. It can be gently washed with mild detergent if extremely dirty, but it's not normally needed.,Longevity: A sprint filter is the last filter you will ever need! You can clean it as often as needed. You don't need to be concerned about where your filter oil is.,Fits; Yamaha FZ1 06-16]",Sprint Filter,819
820,Ananth Jewels sterling-silver Ring For Men Silver-Size 18,Everyday Wear. Comfortable and Chic. Subtle Sophistication.Ananth Jewels band boosts a slightly rounded inside for a smooth fit with a unique edged design. Crafted in sterling silver. Approximate band width - 3mm. No Plating. Base Metal : Silver,"[Handmade and Handcrafted by our Artists,Keep it away from heat, perfumes or any other strong chemicals. Avoid from contact of chemicalsi.e. sprays and perfumes.,Keep the jewellery in Airtight Boxes or Plastic Ziplocks.,Base Metal : Silver,Made in India. Product of Ananth Jewels]",Ananth Jewels,22
821,"Do Ghazal Earl Grey Tea, 16 Oz",,,,821
822,Robert Kaufman Kaufman Classic Seersucker Stripe Navy & White Fabric by The Yard,,"[Robert Kaufman Kaufman Classic Seersucker Stripe Navy &amp; White Fabric By The Yard,Brand: Robert Kaufman,Robert Kaufman Kaufman Classic Seersucker Stripe Navy &amp; White Fabric By The Yard, Brand: Robert Kaufman]",Robert Kaufman,409
823,Vans Chima Ferguson Pro (Black/Mahogany) Mens Skate Shoes8.5,Chima Ferguson's signature Cork Chima Pro features a durable canvas upper with cork accents and Duracap Underlays providing reinforcement in highwear areas. UltraCush Lite adds the highest level of impact cushioning while singlewrap Pro Vulc construction delivers improved cushioning also featuring the Vans original Waffle Outsole.,"[Canvas, Leather,Shoe Sole: Vulcanized,Manufactured by Vans,A brand-new, unused, and unworn shoe in the original packaging with the original tags attached.]",Vans,89
824,Protoner Adjustable Rubber Dumbbells (30kg),"These Plates are not sand filled they are made of composite rubber. Can be used to make various combination of dumbbells. Weight Lifting Rubber Plates 3kg x 4, 2kg x 4, 2. 5kg x 4.","[Adjustable rubber dumbbells 30 kgs,Content: 2 x 15"" Dumbbell Rods,Weight Lifting Rubber Plates 3kg x 4, 2kg x 4, 2. 5kg x 4,Can be used to make various combination of dumbbells,Plates are not sand filled they are made of composite rubber]",Protoner,824
825,"PlayStar Tarp, 18"" x 55""",FC 3220 Marine Grade Play Set Replacement tarp to keep your children cool and protect them from the sun.,"[18"" wide x 55"" long,Manufactured with grommets for fastening,No hardware or instructions included,Please DOUBLE CHECK SIZE required for your play set to GUARANTEE FIT]",Playstar,69
826,"SG Icon Shorts, Extra Large (Black)",,"[Size: Extra Large,Color: Black,Material: 100 percent polyester woven fabric,Directions to wash: Hand wash/ Machine wash is recommended,Premium quality lightweight material,All new Drimaxx Technology (Moisture Management) for keeping you dry and comfortable,Excellent stretch and comfort,Full elastic waist for perfect fit]",SG,826
827,"SG Icon Sleeveless Cricket Sweater, Small (White)",,"[Size: Small,Color: White,Material: 100 percent polyester woven fabric,Directions to wash: Hand wash/ Machine wash is recommended,Premium quality knitted lightweight material,All new Drimaxx Technology (Moisture Management) for keeping you dry and comfortable,Full elastic waist with adjustable drawstring,Adjustable elastic bottom for comfort fit]",SG,827
828,BATA Women's Zama Brown Ballet Flats - 5 UK/India (38 EU) (5514360),,"[Material: Synthetic,Lifestyle: Casual,Warranty Type: Manufacturer,Product warranty against manufacturing defects: 60 days,Care Instructions: Allow your pair of shoes to air and de-odorize at regular basis; use Shoe bags to prevent any stains or mildew; dust any dry dirt from the surface using a clean cloth; do not use polish or shiner]",BATA,828
829,"Siliconezone Chocochips Collection 8.9"" Non-Stick Silicone Flowers Chocolate Wafer Mold, Pink","Color:Flowers Say hello to Chocochips, a new line of silicone chocolate molds designed to create thin chocolate slices. The Chocochips molds are meant to make hearty decoration for cakes, ice creams, muffins and any other desserts, but who's to stop you from just taking a bite","[Measure - 8.9"" x 4.7"" x 0.2"",FDA approved silicone,Dishwasher safe; does not absorb orders or stains,Perfect for topping and decorating cupcakes, cakes and more]",Silicone Zone,829
830,Funwood Games® Bomber Plane Wooden Pull Along Toy for Kids,"The Awe-sum looking wooden Bomber Aeroplane toy make the kids happy, It has a vintage world war II look. This Aeroplane made of durable organic paint finish and solid wood construction, designed to stimulate the child's imagination, and supporting the physical and mental development.The Aeroplane is made of Ivory wood , with wheels and comes in two beautiful colors red and green, Let your child take the Flight of Imagination and travel all over the world in this fantastic looking Aeroplane, It also fits well as a showpiece in your shelf and a gifting option for kids Key features include: Fine Motor Skills: Promotes dexterity, hand/eye coordination, and manipulations. Problem Solving: Introduces logic, matching, spatial relationships, critical thinking, and an understanding of cause and effect","Please Note : Buy ORIGINAL Funwood Games Wooden Toys, Games, Puzzles and Products From The Seller ""FUNWOOD GAMES"" Only",Funwood Games,830
831,E-Z Ink Compatible Ink Cartridge Replacement for Brother LC-75 XL High Yield (5 Black 3 Cyan 3 Magenta 3 Yellow) -14 Pack,,,E-Z Ink,75
832,Tweeter Head The Munsters: Lily Munster Maquette,,"[From the classic TV series,Limited edition,Cold-cast porcelain,1:6 scale statue is 13"" tall with base,Sculpted by Trevor Grove]",Tweeterhead,832
833,Lewis Dartnell,,,,4
834,TSX Rain Suit,High Quality Rain suit from TSX,"[High Quality,Rain Wear,Wind Cheater]",TSX,834
835,"Samsung Galaxy Tab 4 10.1 Case, SUPCASE [Heavy Duty] Case for Galaxy Tab 4 10.1 Tablet [Unicorn Beetle PRO Series] Full-body Rugged Hybrid Protective Cover with Built-in Screen Protector (Black/Black), Dual Layer Design + Impact Resistant Bumper","Compatibility: Compatible with Samsung Galaxy Tab 4 10.1 Tablet (2014 Release), allowing full access to touchscreen, camera, buttons, and ports. NOT COMPATIBLE with Samsung Galaxy Tab 4 7.0, 8.0 or any other Samsung models. Materials: High grade polycarbonate + thermoplastic polyurethane for shock absorption. Front cover with built-in screen protector prevents scratches without compromising sensitivity. Design: Designed with both protection and looks in mind, SUPCASE Unicorn Beetle PRO Series Full-body Hybrid Case provides shock absorption and scratch prevention while maintaining a sporty profile. - Advanced front cover design for easy installation - Built-in screen protector without compromising sensitivity - Advanced dual-layer (PC + TPU) design provides great impact and shock resistance and prevents accidental drop, bump, and shock - Port cover keeps out debris and dust - Easy access to all features (buttons, camera, speaker, and ports) - Sporty profile and multiple color options What&apos;s in the package? 1x SUPCASE Unicorn Beetle PRO Case","[Precise cutouts for Samsung Galaxy Tab 4 10.1 (2014 Release); Advanced front cover Snap-On design for EASY installation,Advanced dual layer designed case combined of polycarbonate hard shell and flexible TPU withstands accidental drop, bump and shock,Front cover with built-in screen protector prevents scratches without compromising sensitivity,All features accessible with case installed,Sporty design; Multiple color options]",Supcase,92
836,"Kitchens of India Paneer Malai, 285g",,"[100 percent vegetarian,No preservatives]",Kitchens Of India,836
837,Dymatize Super Mass Gainer - 6 lb (Chocolate),,"[Delicious, convenient way to help build mass and muscle.,83g Protein, 17g of BCAAs, & 7.7g L-Leucine,Enhanced with Creatine,Loaded with Vitamins and Minerals,Perfect anytime!]",Dymatize,837
838,Parker Urban Fashion London Black CT Ball Pen,,"[Comes with replaceable refill,Fine nickle steel (NS) tip nib]",Parker,91
839,Kiki Parrot Species - Brasil (Amazon) Excellent Bird Food,,"[Maintains natural color of feathers,Fortified with amino acids and vitamins,Builds immunity]",Kiki bird food,839
840,Glasslock 11343 6-Piece Round Oven Safe Container Set,"Design:Round | Size:6-Piece Glasslock delivers the flexibility of using one container for the microwave, freezer, dishwasher, and oven. Odor-free, stain-proof, and airplus liquid tight, the easy latching lids bring more convenience in storing your food. Glasslock is made of silica, soda ash, limestone, and other natural components, making it recyclable. It is BPA free and does not contain any harmful environmental hormones","[Includes 1. 6 cup plus 3. 1 cup plus 5. 4 cup,Oven-safe and microwavable,Airtight and leak-proof,Bpa free and recyclable,Different sizes to meet your storage needs]",GLASSLOCK,840
841,"Koka No MSG Instant  Bowl Noodles Tom Yum Flavor, 90g",,"[Authentic recipe,Great complement to any eat or vegetable dishes,No MSG, preservatives and artificial colouring]",KOKA,841
842,"Bergner Argent Triply Stainless Steel Saucepan with Stainless Steel Lid, 26 cm, 3.1 Liters, Silver",,"[Material: Inner Body 18/10 Stainless Steel, Middle Layer Aluminium Sheet, Outer Layer 18/0 Stainless Steel; Size: Saucepan with Lid (26 cm, 3.1 Liters); Base type: Induction Base; Base thickness: 2.6; Included components: 1 Sauce Pan with Stainless Steel Lid; Colour: Silver,Warranty: 3 Years; Included in warranty: Manufacturing Defect,For any issues, please contact_us on: [(022) 28712473 ],Triply Stainless Steel;i) The inner body is made of 18/10 stainless steel to facilitate minimum oil healthy cooking and also assures to be non rustic.;ii) The middle part/second layer consists of edge to edge aluminium sheet for even heat distribution.;iii) The Outer layer is made of 18/0 stainless steel for induction compatibility.,Argent Triply Saucepan helps to cook food 3 times faster than ordinary stainless steel cookware.,The Cast handles are durable and they Stay Cool offering greater safety and convenience.,The Saucepan has Flared Rims, which enables easy drip-less pouring.,Bergner Argent Triply  Saucepan comes with inbuilt Measurement Scale, which helps you to follow the recipe effortlessly.; The 360° Induction base allows greater contact with the heat source and a much faster cooking time, it Saves 30% Energy.; Compatible with Induction, Gas, Halogen, Electric, and Vitro-ceramic.; For best results please cook on low-medium flame so that food doesn’t stick or burn.]",BERGNER,842
843,Set of 2 Appa Avatar the Last Airbender Necklace Pendant Keychian keyring,,,Bangdeal2012,55
844,"Iraya Nutrifying Facial Oil, 10 ML","Sodium Bicarbonate, Citric Acid, Sodium Carbonate, Coconut Oil (Cocos Nucifera), Lime Juice (Citrus Aurantifolia), Neem Leaves (Azadirachta Indica), Basil Oil (Ocimum Sanctum), Mint (Mentha Sativa),","[Usage: Take a few drops on your fingertips, massage gently into skin using upward, outward movements. Best to use after cleansing and toning. Can also be blended with face moisturizer & then applied.,A powerful blend of concentrated herbal extracts, nourishes the skin making it radiant and soft.,Ingredients: Rice Bran Oil (Oryza Sativa), Almond Oil ( Prunus Amygdalus Dulcis), Olive Oil (Olea Europea), Sesame Oil(Sesamum Indicum), Turmeric (CurcumaLonga), Nutgrass(Cyperusrotundus), Mimosa(Mimosapudica), Sarsaparilla (Hemidesmus Indicus) Vetiver (Vetiveria Zizanoides), Sundried Ginger( Zingiber Officinale), Black Pepper (Piper Nigra), Long Pepper (Piper Longum), Essential Oils of Rosewood, Orange, Cedarwood, Lavender and Holy Basil.,10 ML]",Iraya,651
845,Cable Matters 50-Pack Cat6 RJ45 Keystone Jack in Blue and Keystone Punch-Down Stand,,,Cable Matters,750
846,Eid Mubarak (Hindi - Shimmer) - Amazon Pay eGift Card,,"[Amazon Pay Gift Cards are valid for 365 days from the date of purchase and carry no fees,Gift cards have great designs for every occasion. Customers can write down their personal wishes for their loved ones,Customers can choose any denomination ranging from Rs.10-Rs.10000 as a gifting amount,Receiver can apply the 14 digit alpha-numeric code (for e.g. 8U95-Y3E8CQ-29MPQ) on amazon.in/addgiftcard and add the Amazon Pay balance in their account,Amazon Pay Gift Cards cannot be refunded or returned,Amazon Pay Gift cards are redeemable across all products on Amazon except apps, certain global store products and other Amazon Pay gift cards]",Amazon Pay,846
847,"Ibanez GRG - 270 - BKN, 6 Strings Electric Guitar, Right-Handed, Black Night, without case",,"[Neck Type: Maple neck,Body: Basswood body,Fretboard: Rosewood fretboard with white dot inlay,Fret: Jumbo frets,Bridge: Edge III bridge,Neck PU: Std. H (Passive/Ceramic),Middle PU: Std. S (Passive/Ceramic),Bridge PU: Std. H (Passive/Ceramic),Hardware Color: Black,Scale: 648mm/25.5 inch,Width at Nut: 43mm,Width at Last Fret: 56mm,Thickness at 1st: 19.5mm,Thickness at 12th: 21.5mm,Radius: 400mm]",Ibanez,847
848,"Nayasa Ambrosia Insulated Casserole,1500 Ml (White)",,"[Made of food grade virgin plastics,Airtight container keeps food fresh for longer hours,Organise your kitchen better in classy and smart way,Complete solution to all your kitchen storage needs,The design on it makes it look different,Ideal to store dry fruit items; Can be recycled; Color: Pink, material: Plastic; Package contents: 3-pieces plastic container (2 litres)]",Nayasa,840
849,Goofy Tails Food Bowl U Shape Stand for Dog (Medium),<b>Goofy Tails Food Bowl Stand</b> is adjustable diner comes with a heavy base for stability and two high quality stainless steel dishes. Dish height is adjustable from 4-inch to 15-inch and has a special lock to hold dishes firmly in place. The base come in a beautiful antique silver finish and the bowls have a high gloss mirror finish. This is a medium size food bowl stand.,"[These bowls are can be used for both food and water,Heavy base adjust to fit your pet's height,Special lock system which holds dishes in place,Adjustable double diner comes with a heavy base for stability,High quality stainless steel bowls are durable and easy to clean]",Goofy Tails,849
850,"Nivia Hy-Court Badminton Shoes, UK 10 (White)",,Non marking shoe,Nivia,850
851,"Rimmel Exaggerate Eye Definer, In The Nude, 0.01 Fluid Ounce",Quality you can trust from Rimmel. Great Value! Rimmel Exaggerate Eye Definer - In The Nude.,"[Retractable tip with built-in smudger creates Smokey eye,Built-in sharpener creates smooth, clean lines,Waterproof, 10 hour wear]",Rimmel,851
852,Adira Women's Cotton Hipsters (Pack of 1) (PPHPCO052NBL00XS_Navy Blue_X-Small),Experience comfort with this undergarment Adira available on Amazon. This plain Hipsters will give you the confidence to be ready always,"[Leakproof, Skin Friendly & Breathable.,Prevents Front And Back Staining.,Perfect For Low Flow And Low Active Days.,Soft & Comfy Cotton. USA & INDIA Patented.,Hand wash / Machine Wash In Normal Cycle. Do Not Bleach, Iron Or Dry Clean.]",Adira,852
853,Marvel Men's Round Neck T-Shirt Red M (AIMGGM-07),,"[100% combed cotton,Regular fit,Graphic print at the front, soft handfeel print with extra brightness, brand tag at left seam above hem,Wash regular machine wash, may not be tumble dried, iron on medium heat setting, do not dryclean, wash similar colors together, iron on reverse side, dry immediately after washing]",Marvel,5
854,"Gemini Jets Delta B737-900ER ""Spirit of Seattle"" Diecast Aircraft (1:400 Scale)",This is a 1:400 scale die-cast model airplane from Gemini Jets of the B737-900ER aircraft in the colors of Delta Airlines with registration N809DN,"[Detailed computer generated graphics,Limited Edition,Realistic scale metal landing gear,Highly collectable,Authentic airplane replica]",GeminiJets,714
855,Rolson 60978 Sink and Drain Cleaner (4 Pieces),"Rolson 4 piece sink and drain unblocker. 4 x draining rods. Easily unblock sinks and drains. Get the job done in three easy steps. Simply insert into sink, twirl around, and remove. Can take as little as 15 seconds. Flexible pvc to easily tackle u-bends. Rust-resistant nylon heads. Tough to easily tackle hair and debris. Rod length: 70cm. Head diameter: 5.2mm.unclog sinks and drains in three simple steps with these drain unblocking tools from top brand rolson. The drain cleaning tools feature rust-resistant nylon heads on flexible pvc cables, enabling you to get deep down into a sink or drain hole and easily tackle blockages.to use the drain cleaning rods, simply thread one through the sink or drain hole, twirl around to loosen blockages, and then remove it. Leave hot water running immediately after use to flush out loosened hair or debris. Four flexible drain rods are included for long-lasting use.brand: rolson4 x draining rodsflexible pvc materialrust-resistant nylon headseasily unblock sinks and drainsremove hair and debrislength of rods: 70cmdiameter of heads: 5.2mmnbsp;",4 x 70cm flexible draining rods. Rust-resistant 5.2mm nylon heads. Easily unblock sinks and drains. Get the job done in 3 easy steps. Can take as little as 15 seconds,Rolson,855
856,Toddler Boy 3T 4T Dusty Peach Clip On Cotton Bow Tie,Toddler Boy 3T 4T Dusty Peach Clip On Cotton Bow Tie,,amy2004marie,856
857,Exotic India Lord Buddha - White Marble Statue,,"[Material: White Marble Statue, Color: Multicolor,Package Contents: 1 Statue,Item Size: 11.43 cm x 18.54 cm x 30.48 cm]",Exotic India,251
858,Viari Manhattan Long Island Bag (Black),,"[Outer Material: Leather, Color: Black,Dimensions: 54 cm x 30 cm x 32 cm (LxWxH),Genuine cow banjo leather with polyester jacquard lining,Nickel free hardware in a brushed nickel finish,Adjustable shoulder strap, handheld double strap,key strap, shoe bag, fits in laptop, 1 zippered pocket , 3 flat pockets,Manufacturers Own,Closure Type: Zipper,Store in a cool dry place in the dust bag,wipe clean,This Product is a Travel bag, overnighter,Genuine cow banjo leather with polyester jacquard lining. Nickel free hardware in a brushed nickel finish. Adjustable shoulder strap, handheld double strap,key strap, shoe bag, fits in laptop, 1 zippered pocket , 3 flat pockets.]",Viari,858
859,Algotherm Algligo Marine Freshness Shower Gel 200ml by Algotherm,"Algotherm Algligo Marine Freshness Shower Gel 200ml with a fresh and invigorating fragrance, this gently cleansing shower gel will become part of your morning routine.;Your skin is soft and revitalised thanks to its actives extract of Laminaria Digitata.",Algotherm Algligo Marine Freshness Shower Gel 200ml,Algotherm,411
860,"Camper Kids Pelotas Persil Lace Up Casual Sneaker (Toddler/Little Kid/Big Kid), Navy, 37 EU (5 M US Big Kid)",,,Camper,153
861,USB 2.0 Virtual 7.1 Channel Audio 3D Sound Card Adapter With Cable line for Notebook,,,DigitalUS,534
862,"Mitashi Sky Doh (360G) , Multi Color",,,Mitashi,862
863,"Pristine Stainless Steel Water Filter, 20Liters, 2 Candles, 1Piece, Silver",,"[Reduces harmful water borne bacteria, algae and parasites, the microporous candlles are made of specially formulated ceramic for utmost efficiency in filtering out impurities,Economical, low running cost and does not require electricity,Safe and crystal clear drinking,Material: stainless steel,Capacity: 20 liters,Warranty: No,Includes: 1 Set With 2 Ceramic Candles]",Pristine,863
864,"Conscious Food Coconut Oil, 100ml",,"[Good not only for the hair and skin,Also maintains cholesterol levels, aids weight loss, increases immunity, helps digestion,Enhances metabolism and is helpful for those suffering from kidney problems, heart disease, high blood pressure and diabetes,9 months shelf life]",Conscious Food,864
865,NEO 10 Pink & Black & White Helium Balloons for Party Decoration 100pcs,,,,110
866,"Lady Liberty Tortilla Chips, Nacho Cheese, 170g",,"[Ideal for dipping in BBQ sauce,Naturally delicious with farm grown potatoes,Perfectly crispy with an irresistible nacho cheese flavour,No trans-fat to ensure good health]",Lady Liberty,866
867,Disney Frozen Gift Wrap - 20 Sq Ft Roll,,,Disney,82
868,Mist of Silk Dog Hair Shining Spray 5 Litre,"Mist of Silk spray provides smooth & shiny hairs, improves wet & dry combing. Provides superior conditioning with detangling and hair volume enhancing. It has color locking and unique hair repairing technology. Comes with ProVB5 and protein complex. Provides long lasting, shiny & wavy hairs. Please read all label information on delivery.","[Mist of Silk spray provides smooth & shiny hairs,Improves wet & dry combing,superior conditioning with detangling,hair volume enhancing]",Race Products,868
869,"Vinod Induction Bottom Cookware Sas Tope, 1.2 Litres",,"[Suitable for all heat sources induction friendly even heat distrubution so food does not burn excellent quaility, easy to clean and hygenic stainless steel,Color: Mirror, Material: Stainless Steel,Package Contents: 1-Piece Induction Bottom Cookware Sas Tope (1.1 Litres),Warranty: 2 years on product]",Vinod,869
870,Seiko QXA630ALH Wall Japanese Quartz Wall Clock,"Simple, sleek, and all-out elegant, the Seiko Aluminum Wall Clock - 11.75 in. diam. makes any hour chic. The plastic case features an aluminum dial, and quiet-sweep second hand means no loud ticking. You&rsquo;ll just need to add one AA battery. About Seiko Over its 120-year history as a maker of fine timepieces, the Seiko name has become synonymous with cutting-edge technology, ultra-precision, constant innovation and refinement. Millions worldwide rely on Seiko wristwatches to keep them on schedule. Two generations have grown up thrilling to Olympic and World Cup competitions where victory or defeat is defined within a fraction of a second, all overseen by Seiko timekeepers. Seiko's far-reaching modern empire has its roots in a humble Tokyo clock repair shop opened by Kintaro Hattori in 1881, nearly a century before the introduction of its first landmark wristwatch. Today, Seiko continues to offer a wide array of clocks and movements for any home, including wall, alarm, desk, mantel, musical and heirloom quality decorative pieces. Beautiful on the outside, quality components on the inside, Seiko products will serve you for years to come. Dimensions: 11.75 diam. in.. Plastic case with aluminum dial. Sleek modern design. Quiet-sweep second hand. Requires 1 AA battery (not included).","[Aluminum dial,Quiet sweep second hand,Analog display,Case diameter: 298.45mm,Diameter: 298.45mm]",Seiko,653
871,NEC NP210G DLP Projector,"DLP Projector, 1024 x 768 pixels, 160W Lamp, 2000 ANSI Lumens, 42000:1 contrast ratio",,NEC,871
872,Aurelia Women's Cotton Patiala (CRK60025-00350_RED_FS),"One of the most versatile picks for your ethnic wardrobe! Tailored for a comfortable airy fit, this solid patiala salwar give you plenty of dressing options and can be mixed and matched with a variety of tops. Super easy to wear and super comfortable too, this is a must -have! * 100% Cotton * Comfort fit * Pleated at the yoke * Waist with inner drawstring * Model is wearing size S. Did you know? The King of Patiala in earlier times had his Royal dress as patiala salwar.","[Material: 100% Cotton,Patiala,Wash Dark Color Separately, Do Not Bleach, Dry In Shade, Inside Out, Hot Iron,Number of items: 1]",Aurelia,872
873,Bostik Bearing Lube 5.5oz. Aerosol,"Bostik’s Bearing Lubricant protects against welding and seizing like no petroleum-based lubricant can–even under heavy loads, extended use and high operating temperatures up to 550° F. It’s so effective that regular use can extend bearing life up to three times that of bearings lubricated with oil or other treatments. This is the perfect treatment for router bit bearings, race bearing, and it also excels at a general shop lubricant. Contains no petroleum oil or silicone and will not stain wood or interfere with finishes and glues","[Prevents bearing failure,Extends bearing life,Excellent general lubricant]",Bostik,873
874,"AirHogs Sky Stunt Assortment, Red","Gravity defying stunts at the push of a single button. Performs loops, stalls, corkscrews and knife-edged turns. Crash resistant foam construction. 300 foot flight range. Includes 2 replacement propellers. Two frequencies for head-to-head stunt action with a friend","[RC plane with stunt capability at the push of a button,Performs Loops, stalls, corkscrews and knife edged turns,Ages 8+]",Air Hogs,714
875,"2014 Newest Microsoft Surface Pro 3 Core i3-4020Y 4G 64GB 12"" Touch Screen with 2160x1440 Half 4K (2K) QHD Windows 8.1 Pro Multi-Position Kickstand","Meet Surface Pro 3, the tablet that can replace your laptop. Wrapped in magnesium and loaded with a 12-inch ClearType Half 4K 2K 2560x1440 QHD display, 4th-generation Intel Core processor and up to 8GB of RAM in a sleek frame - just 0.36 inches thin and 1.76 pounds - with up to nine hours of Web-browsing battery life, Surface Pro 3 has all the power, performance and mobility of a laptop in an incredibly lightweight, versatile form.Larger screen, lighter formA category of its ownKeeps you entertainedWrite naturallyMicrosoft Surface Pro 3 64GB WiFi Featuring Windows 8.1 Pro, Intel Core i3 Processor:Technical Specifications: Intel Core i3 processor 4GB DDR3 of system memory 12"" touchscreen, 2160 x 1440 resolution, virtual keyboard with Swype Built-in 802.11ac/a/b/g/n WiFi and Bluetooth v4.0Additional Features: Back 1080p Half 4K 2K 2560x1440 QHD webcam and front 5MP webcam with microphones USB 3.0 port, miniDisplayPort, headphone port, cover port 64GB onboard storage memory, additional memory via microSD card slot Built-in stereo speakers Gyroscope, accelerometer, ambient light sensor, magnetometer Up to 9 hours of run time on a full charge Weighs 1.76 lbs; 11.5"" x 0.36"" x 7.93"" dimensionsSoftware and Applications: Windows 8.1 Pro Flipboard, Skype WiFi, Skype, OneNote MX, Solitaire, Mahjong , Sudoku/Microsoft Number Puzzle, Fresh Paint Media Formats: popular media formats","[Factory Reset, it currently has Windows 8 installed.,Included is the dark titanium keyboard cover.,~9 months MFR warranty remaining on this item.]",Microsoft,875
